id,id_entrepot,id_proprietaire,datetime,capteur1,capteur2,capteur3
HUM-ENT013-00001,ENT013,OWN013,2024-01-01 00:00:00,82.97,83.26,82.3
HUM-ENT013-00002,ENT013,OWN013,2024-01-01 01:00:00,83.21,82.5,83.85
HUM-ENT013-00003,ENT013,OWN013,2024-01-01 02:00:00,81.95,82.11,82.67
HUM-ENT013-00004,ENT013,OWN013,2024-01-01 03:00:00,83.27,82.32,82.82
HUM-ENT013-00005,ENT013,OWN013,2024-01-01 04:00:00,82.01,81.96,81.43
HUM-ENT013-00006,ENT013,OWN013,2024-01-01 05:00:00,80.49,80.49,81.09
HUM-ENT013-00007,ENT013,OWN013,2024-01-01 06:00:00,78.68,79.85,79.35
HUM-ENT013-00008,ENT013,OWN013,2024-01-01 07:00:00,77.68,77.83,78.52
HUM-ENT013-00009,ENT013,OWN013,2024-01-01 08:00:00,75.54,75.22,75.83
HUM-ENT013-00010,ENT013,OWN013,2024-01-01 09:00:00,71.51,71.71,72.22
HUM-ENT013-00011,ENT013,OWN013,2024-01-01 10:00:00,70.69,71.42,70.36
HUM-ENT013-00012,ENT013,OWN013,2024-01-01 11:00:00,67.55,68.12,67.62
HUM-ENT013-00013,ENT013,OWN013,2024-01-01 12:00:00,68.09,67.46,68.76
HUM-ENT013-00014,ENT013,OWN013,2024-01-01 13:00:00,66.59,67.09,67.22
HUM-ENT013-00015,ENT013,OWN013,2024-01-01 14:00:00,66.41,66.8,67.01
HUM-ENT013-00016,ENT013,OWN013,2024-01-01 15:00:00,67.27,67.73,68.15
HUM-ENT013-00017,ENT013,OWN013,2024-01-01 16:00:00,67.29,67.45,67.37
HUM-ENT013-00018,ENT013,OWN013,2024-01-01 17:00:00,70.02,70.12,70.05
HUM-ENT013-00019,ENT013,OWN013,2024-01-01 18:00:00,83.73,83.51,83.51
HUM-ENT013-00020,ENT013,OWN013,2024-01-01 19:00:00,82.58,83.26,82.66
HUM-ENT013-00021,ENT013,OWN013,2024-01-01 20:00:00,82.52,81.55,83.4
HUM-ENT013-00022,ENT013,OWN013,2024-01-01 21:00:00,83.66,82.33,83.89
HUM-ENT013-00023,ENT013,OWN013,2024-01-01 22:00:00,82.9,82.24,83.12
HUM-ENT013-00024,ENT013,OWN013,2024-01-01 23:00:00,83.06,83.42,84.12
HUM-ENT013-00025,ENT013,OWN013,2024-01-02 00:00:00,82.95,81.84,82.48
HUM-ENT013-00026,ENT013,OWN013,2024-01-02 01:00:00,81.1,80.31,81.29
HUM-ENT013-00027,ENT013,OWN013,2024-01-02 02:00:00,82.16,83.0,82.89
HUM-ENT013-00028,ENT013,OWN013,2024-01-02 03:00:00,81.9,83.43,82.08
HUM-ENT013-00029,ENT013,OWN013,2024-01-02 04:00:00,82.22,81.0,80.9
HUM-ENT013-00030,ENT013,OWN013,2024-01-02 05:00:00,82.33,81.28,81.97
HUM-ENT013-00031,ENT013,OWN013,2024-01-02 06:00:00,80.22,79.69,80.18
HUM-ENT013-00032,ENT013,OWN013,2024-01-02 07:00:00,77.42,78.01,77.36
HUM-ENT013-00033,ENT013,OWN013,2024-01-02 08:00:00,74.06,74.14,72.89
HUM-ENT013-00034,ENT013,OWN013,2024-01-02 09:00:00,72.49,72.75,72.48
HUM-ENT013-00035,ENT013,OWN013,2024-01-02 10:00:00,70.77,70.76,71.91
HUM-ENT013-00036,ENT013,OWN013,2024-01-02 11:00:00,67.55,69.04,68.21
HUM-ENT013-00037,ENT013,OWN013,2024-01-02 12:00:00,67.54,67.41,68.81
HUM-ENT013-00038,ENT013,OWN013,2024-01-02 13:00:00,65.97,66.45,65.98
HUM-ENT013-00039,ENT013,OWN013,2024-01-02 14:00:00,66.28,66.89,66.26
HUM-ENT013-00040,ENT013,OWN013,2024-01-02 15:00:00,67.66,66.29,67.41
HUM-ENT013-00041,ENT013,OWN013,2024-01-02 16:00:00,67.13,67.09,66.62
HUM-ENT013-00042,ENT013,OWN013,2024-01-02 17:00:00,70.31,70.0,70.42
HUM-ENT013-00043,ENT013,OWN013,2024-01-02 18:00:00,80.71,81.07,81.77
HUM-ENT013-00044,ENT013,OWN013,2024-01-02 19:00:00,81.68,82.51,82.79
HUM-ENT013-00045,ENT013,OWN013,2024-01-02 20:00:00,80.97,81.42,81.15
HUM-ENT013-00046,ENT013,OWN013,2024-01-02 21:00:00,82.56,82.38,83.27
HUM-ENT013-00047,ENT013,OWN013,2024-01-02 22:00:00,82.06,82.46,82.87
HUM-ENT013-00048,ENT013,OWN013,2024-01-02 23:00:00,82.44,81.6,83.15
HUM-ENT013-00049,ENT013,OWN013,2024-01-03 00:00:00,83.23,83.54,83.49
HUM-ENT013-00050,ENT013,OWN013,2024-01-03 01:00:00,82.4,82.17,82.39
HUM-ENT013-00051,ENT013,OWN013,2024-01-03 02:00:00,83.21,84.27,83.68
