id,id_entrepot,id_proprietaire,datetime,capteur1,capteur2,capteur3
HUM-ENT004-00001,ENT004,OWN004,2024-01-01 00:00:00,68.89,68.65,68.23
HUM-ENT004-00002,ENT004,OWN004,2024-01-01 01:00:00,66.34,67.64,68.64
HUM-ENT004-00003,ENT004,OWN004,2024-01-01 02:00:00,68.7,68.31,67.54
HUM-ENT004-00004,ENT004,OWN004,2024-01-01 03:00:00,69.93,68.88,68.67
HUM-ENT004-00005,ENT004,OWN004,2024-01-01 04:00:00,67.25,67.23,68.65
HUM-ENT004-00006,ENT004,OWN004,2024-01-01 05:00:00,67.48,67.86,68.61
HUM-ENT004-00007,ENT004,OWN004,2024-01-01 06:00:00,64.21,64.15,63.24
HUM-ENT004-00008,ENT004,OWN004,2024-01-01 07:00:00,64.56,64.89,64.83
HUM-ENT004-00009,ENT004,OWN004,2024-01-01 08:00:00,60.31,60.02,60.23
HUM-ENT004-00010,ENT004,OWN004,2024-01-01 09:00:00,59.44,58.23,59.05
HUM-ENT004-00011,ENT004,OWN004,2024-01-01 10:00:00,56.7,57.3,56.7
HUM-ENT004-00012,ENT004,OWN004,2024-01-01 11:00:00,56.94,55.76,55.0
HUM-ENT004-00013,ENT004,OWN004,2024-01-01 12:00:00,54.48,55.55,54.7
HUM-ENT004-00014,ENT004,OWN004,2024-01-01 13:00:00,52.36,52.67,51.45
HUM-ENT004-00015,ENT004,OWN004,2024-01-01 14:00:00,52.7,53.22,53.93
HUM-ENT004-00016,ENT004,OWN004,2024-01-01 15:00:00,51.0,52.12,51.08
HUM-ENT004-00017,ENT004,OWN004,2024-01-01 16:00:00,53.89,53.36,52.33
HUM-ENT004-00018,ENT004,OWN004,2024-01-01 17:00:00,56.09,57.02,56.59
HUM-ENT004-00019,ENT004,OWN004,2024-01-01 18:00:00,66.88,68.08,67.94
HUM-ENT004-00020,ENT004,OWN004,2024-01-01 19:00:00,67.46,67.48,66.83
HUM-ENT004-00021,ENT004,OWN004,2024-01-01 20:00:00,67.7,67.04,67.88
HUM-ENT004-00022,ENT004,OWN004,2024-01-01 21:00:00,68.18,68.34,68.6
HUM-ENT004-00023,ENT004,OWN004,2024-01-01 22:00:00,67.58,67.91,67.89
HUM-ENT004-00024,ENT004,OWN004,2024-01-01 23:00:00,68.67,68.45,68.54
HUM-ENT004-00025,ENT004,OWN004,2024-01-02 00:00:00,68.91,68.58,68.97
HUM-ENT004-00026,ENT004,OWN004,2024-01-02 01:00:00,67.24,67.6,67.34
HUM-ENT004-00027,ENT004,OWN004,2024-01-02 02:00:00,67.71,67.71,66.86
HUM-ENT004-00028,ENT004,OWN004,2024-01-02 03:00:00,68.58,68.84,68.42
HUM-ENT004-00029,ENT004,OWN004,2024-01-02 04:00:00,68.72,68.58,68.17
HUM-ENT004-00030,ENT004,OWN004,2024-01-02 05:00:00,67.08,67.74,67.81
HUM-ENT004-00031,ENT004,OWN004,2024-01-02 06:00:00,64.71,64.48,64.97
HUM-ENT004-00032,ENT004,OWN004,2024-01-02 07:00:00,63.73,63.19,62.69
HUM-ENT004-00033,ENT004,OWN004,2024-01-02 08:00:00,60.44,60.03,58.76
HUM-ENT004-00034,ENT004,OWN004,2024-01-02 09:00:00,58.15,57.88,57.85
HUM-ENT004-00035,ENT004,OWN004,2024-01-02 10:00:00,55.21,55.42,56.23
HUM-ENT004-00036,ENT004,OWN004,2024-01-02 11:00:00,55.54,55.24,55.36
HUM-ENT004-00037,ENT004,OWN004,2024-01-02 12:00:00,52.66,53.91,53.75
HUM-ENT004-00038,ENT004,OWN004,2024-01-02 13:00:00,52.37,52.53,53.25
HUM-ENT004-00039,ENT004,OWN004,2024-01-02 14:00:00,52.13,51.38,52.25
HUM-ENT004-00040,ENT004,OWN004,2024-01-02 15:00:00,52.74,53.14,53.39
HUM-ENT004-00041,ENT004,OWN004,2024-01-02 16:00:00,54.19,56.26,55.13
HUM-ENT004-00042,ENT004,OWN004,2024-01-02 17:00:00,56.88,57.09,56.52
HUM-ENT004-00043,ENT004,OWN004,2024-01-02 18:00:00,68.49,67.82,69.24
HUM-ENT004-00044,ENT004,OWN004,2024-01-02 19:00:00,67.63,68.31,67.29
HUM-ENT004-00045,ENT004,OWN004,2024-01-02 20:00:00,68.29,69.14,68.69
HUM-ENT004-00046,ENT004,OWN004,2024-01-02 21:00:00,68.5,68.47,69.04
HUM-ENT004-00047,ENT004,OWN004,2024-01-02 22:00:00,69.5,68.36,69.78
HUM-ENT004-00048,ENT004,OWN004,2024-01-02 23:00:00,69.44,69.29,69.7
HUM-ENT004-00049,ENT004,OWN004,2024-01-03 00:00:00,67.8,67.61,68.43
HUM-ENT004-00050,ENT004,OWN004,2024-01-03 01:00:00,68.15,68.9,68.46
HUM-ENT004-00051,ENT004,OWN004,2024-01-03 02:00:00,68.56,68.58,68.35
HUM-ENT004-00052,ENT004,OWN004,2024-01-03 03:00:00,69.09,68.82,68.48
HUM-ENT004-00053,ENT004,OWN004,2024-01-03 04:00:00,67.63,67.83,68.29
HUM-ENT004-00054,ENT004,OWN004,2024-01-03 05:00:00,68.07,67.27,67.62
HUM-ENT004-00055,ENT004,OWN004,2024-01-03 06:00:00,65.75,64.91,65.41
HUM-ENT004-00056,ENT004,OWN004,2024-01-03 07:00:00,63.12,62.77,62.09
HUM-ENT004-00057,ENT004,OWN004,2024-01-03 08:00:00,59.73,60.22,59.74
HUM-ENT004-00058,ENT004,OWN004,2024-01-03 09:00:00,58.17,57.76,58.62
HUM-ENT004-00059,ENT004,OWN004,2024-01-03 10:00:00,55.49,55.86,55.24
HUM-ENT004-00060,ENT004,OWN004,2024-01-03 11:00:00,55.88,54.48,55.34
HUM-ENT004-00061,ENT004,OWN004,2024-01-03 12:00:00,53.19,54.39,53.44
HUM-ENT004-00062,ENT004,OWN004,2024-01-03 13:00:00,52.59,51.85,52.14
HUM-ENT004-00063,ENT004,OWN004,2024-01-03 14:00:00,52.04,52.54,52.85
HUM-ENT004-00064,ENT004,OWN004,2024-01-03 15:00:00,51.2,52.55,52.55
HUM-ENT004-00065,ENT004,OWN004,2024-01-03 16:00:00,52.29,53.06,53.85
HUM-ENT004-00066,ENT004,OWN004,2024-01-03 17:00:00,53.41,54.96,54.14
HUM-ENT004-00067,ENT004,OWN004,2024-01-03 18:00:00,70.3,69.57,69.68
HUM-ENT004-00068,ENT004,OWN004,2024-01-03 19:00:00,70.03,69.09,69.47
HUM-ENT004-00069,ENT004,OWN004,2024-01-03 20:00:00,69.4,69.62,69.82
HUM-ENT004-00070,ENT004,OWN004,2024-01-03 21:00:00,68.22,68.83,68.48
HUM-ENT004-00071,ENT004,OWN004,2024-01-03 22:00:00,68.66,68.36,68.29
HUM-ENT004-00072,ENT004,OWN004,2024-01-03 23:00:00,66.95,67.29,67.73
HUM-ENT004-00073,ENT004,OWN004,2024-01-04 00:00:00,68.73,68.27,67.36
HUM-ENT004-00074,ENT004,OWN004,2024-01-04 01:00:00,70.82,69.56,70.26
HUM-ENT004-00075,ENT004,OWN004,2024-01-04 02:00:00,68.11,68.24,67.78
HUM-ENT004-00076,ENT004,OWN004,2024-01-04 03:00:00,69.94,69.87,69.37
HUM-ENT004-00077,ENT004,OWN004,2024-01-04 04:00:00,67.75,68.34,67.67
HUM-ENT004-00078,ENT004,OWN004,2024-01-04 05:00:00,68.6,66.56,66.79
HUM-ENT004-00079,ENT004,OWN004,2024-01-04 06:00:00,64.32,64.98,64.95
