id,id_entrepot,id_proprietaire,datetime,capteur1,capteur2,capteur3
HUM-ENT008-00001,ENT008,OWN008,2024-01-01 00:00:00,78.83,77.83,79.09
HUM-ENT008-00002,ENT008,OWN008,2024-01-01 01:00:00,79.38,79.45,79.29
HUM-ENT008-00003,ENT008,OWN008,2024-01-01 02:00:00,78.92,79.15,79.02
HUM-ENT008-00004,ENT008,OWN008,2024-01-01 03:00:00,79.4,79.57,78.62
HUM-ENT008-00005,ENT008,OWN008,2024-01-01 04:00:00,77.76,79.84,77.65
HUM-ENT008-00006,ENT008,OWN008,2024-01-01 05:00:00,78.65,78.13,77.6
HUM-ENT008-00007,ENT008,OWN008,2024-01-01 06:00:00,74.69,75.79,75.73
HUM-ENT008-00008,ENT008,OWN008,2024-01-01 07:00:00,74.85,75.35,73.79
HUM-ENT008-00009,ENT008,OWN008,2024-01-01 08:00:00,72.74,73.47,72.57
HUM-ENT008-00010,ENT008,OWN008,2024-01-01 09:00:00,70.31,70.23,70.16
HUM-ENT008-00011,ENT008,OWN008,2024-01-01 10:00:00,67.08,67.6,67.15
HUM-ENT008-00012,ENT008,OWN008,2024-01-01 11:00:00,65.58,67.0,66.54
HUM-ENT008-00013,ENT008,OWN008,2024-01-01 12:00:00,64.19,64.66,63.78
HUM-ENT008-00014,ENT008,OWN008,2024-01-01 13:00:00,63.85,63.75,64.65
HUM-ENT008-00015,ENT008,OWN008,2024-01-01 14:00:00,63.46,62.76,63.97
HUM-ENT008-00016,ENT008,OWN008,2024-01-01 15:00:00,63.64,64.8,64.35
HUM-ENT008-00017,ENT008,OWN008,2024-01-01 16:00:00,66.32,64.91,64.99
HUM-ENT008-00018,ENT008,OWN008,2024-01-01 17:00:00,64.77,64.65,64.77
HUM-ENT008-00019,ENT008,OWN008,2024-01-01 18:00:00,79.41,80.08,79.49
HUM-ENT008-00020,ENT008,OWN008,2024-01-01 19:00:00,78.81,77.97,78.65
HUM-ENT008-00021,ENT008,OWN008,2024-01-01 20:00:00,79.36,78.88,79.03
HUM-ENT008-00022,ENT008,OWN008,2024-01-01 21:00:00,78.84,79.43,78.26
HUM-ENT008-00023,ENT008,OWN008,2024-01-01 22:00:00,79.04,79.53,79.9
HUM-ENT008-00024,ENT008,OWN008,2024-01-01 23:00:00,79.11,77.67,78.38
HUM-ENT008-00025,ENT008,OWN008,2024-01-02 00:00:00,78.58,79.01,79.23
HUM-ENT008-00026,ENT008,OWN008,2024-01-02 01:00:00,79.87,79.05,78.63
HUM-ENT008-00027,ENT008,OWN008,2024-01-02 02:00:00,81.63,81.3,81.14
HUM-ENT008-00028,ENT008,OWN008,2024-01-02 03:00:00,79.58,79.24,79.86
HUM-ENT008-00029,ENT008,OWN008,2024-01-02 04:00:00,79.43,79.93,80.93
HUM-ENT008-00030,ENT008,OWN008,2024-01-02 05:00:00,78.69,77.75,78.74
HUM-ENT008-00031,ENT008,OWN008,2024-01-02 06:00:00,76.83,76.87,76.91
HUM-ENT008-00032,ENT008,OWN008,2024-01-02 07:00:00,74.94,73.76,74.64
HUM-ENT008-00033,ENT008,OWN008,2024-01-02 08:00:00,72.47,72.15,72.88
HUM-ENT008-00034,ENT008,OWN008,2024-01-02 09:00:00,69.8,69.88,70.08
HUM-ENT008-00035,ENT008,OWN008,2024-01-02 10:00:00,68.64,68.78,68.28
HUM-ENT008-00036,ENT008,OWN008,2024-01-02 11:00:00,66.02,66.65,66.35
HUM-ENT008-00037,ENT008,OWN008,2024-01-02 12:00:00,64.04,65.08,64.67
HUM-ENT008-00038,ENT008,OWN008,2024-01-02 13:00:00,64.2,63.58,63.5
HUM-ENT008-00039,ENT008,OWN008,2024-01-02 14:00:00,62.46,62.51,62.2
HUM-ENT008-00040,ENT008,OWN008,2024-01-02 15:00:00,62.48,62.68,62.69
HUM-ENT008-00041,ENT008,OWN008,2024-01-02 16:00:00,65.99,65.25,63.99
HUM-ENT008-00042,ENT008,OWN008,2024-01-02 17:00:00,66.31,66.44,65.75
HUM-ENT008-00043,ENT008,OWN008,2024-01-02 18:00:00,81.26,79.06,79.33
HUM-ENT008-00044,ENT008,OWN008,2024-01-02 19:00:00,79.6,80.47,79.49
HUM-ENT008-00045,ENT008,OWN008,2024-01-02 20:00:00,80.0,81.48,81.38
HUM-ENT008-00046,ENT008,OWN008,2024-01-02 21:00:00,81.39,80.61,81.16
HUM-ENT008-00047,ENT008,OWN008,2024-01-02 22:00:00,80.02,80.36,80.28
HUM-ENT008-00048,ENT008,OWN008,2024-01-02 23:00:00,78.31,78.79,78.85
HUM-ENT008-00049,ENT008,OWN008,2024-01-03 00:00:00,79.7,80.17,78.82
HUM-ENT008-00050,ENT008,OWN008,2024-01-03 01:00:00,80.12,80.31,79.74
HUM-ENT008-00051,ENT008,OWN008,2024-01-03 02:00:00,79.84,81.0,79.79
