id,id_entrepot,id_proprietaire,datetime,capteur1,capteur2,capteur3
HUM-ENT017-00001,ENT017,OWN017,2024-01-01 00:00:00,79.04,79.21,80.27
HUM-ENT017-00002,ENT017,OWN017,2024-01-01 01:00:00,79.14,78.03,78.62
HUM-ENT017-00003,ENT017,OWN017,2024-01-01 02:00:00,80.25,79.81,79.1
HUM-ENT017-00004,ENT017,OWN017,2024-01-01 03:00:00,80.53,80.45,79.48
HUM-ENT017-00005,ENT017,OWN017,2024-01-01 04:00:00,79.45,79.44,78.91
HUM-ENT017-00006,ENT017,OWN017,2024-01-01 05:00:00,77.36,77.95,77.96
HUM-ENT017-00007,ENT017,OWN017,2024-01-01 06:00:00,76.53,77.53,77.33
HUM-ENT017-00008,ENT017,OWN017,2024-01-01 07:00:00,73.46,73.68,72.02
HUM-ENT017-00009,ENT017,OWN017,2024-01-01 08:00:00,71.34,71.37,71.27
HUM-ENT017-00010,ENT017,OWN017,2024-01-01 09:00:00,70.22,70.24,69.71
HUM-ENT017-00011,ENT017,OWN017,2024-01-01 10:00:00,67.94,67.63,68.16
HUM-ENT017-00012,ENT017,OWN017,2024-01-01 11:00:00,65.08,65.44,66.44
HUM-ENT017-00013,ENT017,OWN017,2024-01-01 12:00:00,62.95,63.49,63.86
HUM-ENT017-00014,ENT017,OWN017,2024-01-01 13:00:00,64.52,63.87,65.01
HUM-ENT017-00015,ENT017,OWN017,2024-01-01 14:00:00,63.1,62.75,63.14
HUM-ENT017-00016,ENT017,OWN017,2024-01-01 15:00:00,63.33,62.89,63.75
HUM-ENT017-00017,ENT017,OWN017,2024-01-01 16:00:00,65.27,64.13,65.12
HUM-ENT017-00018,ENT017,OWN017,2024-01-01 17:00:00,66.9,65.3,65.6
HUM-ENT017-00019,ENT017,OWN017,2024-01-01 18:00:00,79.86,79.92,80.0
HUM-ENT017-00020,ENT017,OWN017,2024-01-01 19:00:00,80.48,79.62,80.61
HUM-ENT017-00021,ENT017,OWN017,2024-01-01 20:00:00,78.66,77.76,78.28
HUM-ENT017-00022,ENT017,OWN017,2024-01-01 21:00:00,81.38,80.24,80.42
HUM-ENT017-00023,ENT017,OWN017,2024-01-01 22:00:00,78.75,78.81,78.55
HUM-ENT017-00024,ENT017,OWN017,2024-01-01 23:00:00,80.44,79.72,79.73
HUM-ENT017-00025,ENT017,OWN017,2024-01-02 00:00:00,79.91,80.7,80.44
HUM-ENT017-00026,ENT017,OWN017,2024-01-02 01:00:00,79.85,80.17,79.82
HUM-ENT017-00027,ENT017,OWN017,2024-01-02 02:00:00,80.59,80.27,79.9
HUM-ENT017-00028,ENT017,OWN017,2024-01-02 03:00:00,80.4,79.78,79.6
HUM-ENT017-00029,ENT017,OWN017,2024-01-02 04:00:00,79.16,78.4,78.62
HUM-ENT017-00030,ENT017,OWN017,2024-01-02 05:00:00,78.31,77.28,78.09
HUM-ENT017-00031,ENT017,OWN017,2024-01-02 06:00:00,77.74,77.54,77.86
HUM-ENT017-00032,ENT017,OWN017,2024-01-02 07:00:00,73.75,73.16,74.44
HUM-ENT017-00033,ENT017,OWN017,2024-01-02 08:00:00,72.51,72.2,73.29
HUM-ENT017-00034,ENT017,OWN017,2024-01-02 09:00:00,68.77,69.15,69.18
HUM-ENT017-00035,ENT017,OWN017,2024-01-02 10:00:00,68.06,67.13,68.19
HUM-ENT017-00036,ENT017,OWN017,2024-01-02 11:00:00,66.1,65.05,65.73
HUM-ENT017-00037,ENT017,OWN017,2024-01-02 12:00:00,64.17,64.06,63.95
HUM-ENT017-00038,ENT017,OWN017,2024-01-02 13:00:00,63.3,62.97,62.41
HUM-ENT017-00039,ENT017,OWN017,2024-01-02 14:00:00,62.64,62.98,63.27
HUM-ENT017-00040,ENT017,OWN017,2024-01-02 15:00:00,63.1,62.59,63.46
HUM-ENT017-00041,ENT017,OWN017,2024-01-02 16:00:00,64.64,63.84,64.19
HUM-ENT017-00042,ENT017,OWN017,2024-01-02 17:00:00,65.84,66.64,67.23
