id,id_entrepot,id_proprietaire,datetime,capteur1,capteur2,capteur3
HUM-ENT005-00001,ENT005,OWN005,2024-01-01 00:00:00,88.08,87.52,87.93
HUM-ENT005-00002,ENT005,OWN005,2024-01-01 01:00:00,85.63,87.83,86.1
HUM-ENT005-00003,ENT005,OWN005,2024-01-01 02:00:00,86.9,88.53,87.46
HUM-ENT005-00004,ENT005,OWN005,2024-01-01 03:00:00,87.63,88.5,88.8
HUM-ENT005-00005,ENT005,OWN005,2024-01-01 04:00:00,87.84,88.61,88.58
HUM-ENT005-00006,ENT005,OWN005,2024-01-01 05:00:00,87.23,87.14,87.53
HUM-ENT005-00007,ENT005,OWN005,2024-01-01 06:00:00,84.58,84.78,84.61
HUM-ENT005-00008,ENT005,OWN005,2024-01-01 07:00:00,80.33,81.95,81.25
HUM-ENT005-00009,ENT005,OWN005,2024-01-01 08:00:00,80.15,80.34,79.87
HUM-ENT005-00010,ENT005,OWN005,2024-01-01 09:00:00,76.67,77.53,77.4
HUM-ENT005-00011,ENT005,OWN005,2024-01-01 10:00:00,76.98,76.43,77.26
HUM-ENT005-00012,ENT005,OWN005,2024-01-01 11:00:00,73.06,74.14,74.38
HUM-ENT005-00013,ENT005,OWN005,2024-01-01 12:00:00,71.92,72.02,73.43
HUM-ENT005-00014,ENT005,OWN005,2024-01-01 13:00:00,74.05,74.17,73.98
HUM-ENT005-00015,ENT005,OWN005,2024-01-01 14:00:00,71.35,71.34,71.71
HUM-ENT005-00016,ENT005,OWN005,2024-01-01 15:00:00,71.32,71.56,71.58
HUM-ENT005-00017,ENT005,OWN005,2024-01-01 16:00:00,72.03,72.82,72.36
HUM-ENT005-00018,ENT005,OWN005,2024-01-01 17:00:00,74.45,74.35,74.5
HUM-ENT005-00019,ENT005,OWN005,2024-01-01 18:00:00,86.47,86.87,87.1
HUM-ENT005-00020,ENT005,OWN005,2024-01-01 19:00:00,87.71,87.39,88.28
HUM-ENT005-00021,ENT005,OWN005,2024-01-01 20:00:00,88.07,87.77,88.29
HUM-ENT005-00022,ENT005,OWN005,2024-01-01 21:00:00,88.4,88.02,88.84
HUM-ENT005-00023,ENT005,OWN005,2024-01-01 22:00:00,86.7,87.16,87.46
HUM-ENT005-00024,ENT005,OWN005,2024-01-01 23:00:00,87.33,86.38,87.03
HUM-ENT005-00025,ENT005,OWN005,2024-01-02 00:00:00,87.67,87.54,88.42
HUM-ENT005-00026,ENT005,OWN005,2024-01-02 01:00:00,86.84,86.67,86.94
HUM-ENT005-00027,ENT005,OWN005,2024-01-02 02:00:00,87.18,86.85,86.58
HUM-ENT005-00028,ENT005,OWN005,2024-01-02 03:00:00,86.86,86.98,86.03
HUM-ENT005-00029,ENT005,OWN005,2024-01-02 04:00:00,87.37,87.97,87.9
HUM-ENT005-00030,ENT005,OWN005,2024-01-02 05:00:00,85.67,85.0,84.66
HUM-ENT005-00031,ENT005,OWN005,2024-01-02 06:00:00,84.5,85.02,85.06
HUM-ENT005-00032,ENT005,OWN005,2024-01-02 07:00:00,82.26,82.1,82.11
HUM-ENT005-00033,ENT005,OWN005,2024-01-02 08:00:00,79.28,79.71,80.02
HUM-ENT005-00034,ENT005,OWN005,2024-01-02 09:00:00,78.29,78.58,79.41
HUM-ENT005-00035,ENT005,OWN005,2024-01-02 10:00:00,75.09,73.9,74.97
HUM-ENT005-00036,ENT005,OWN005,2024-01-02 11:00:00,74.72,73.76,73.91
HUM-ENT005-00037,ENT005,OWN005,2024-01-02 12:00:00,73.0,73.37,72.17
HUM-ENT005-00038,ENT005,OWN005,2024-01-02 13:00:00,71.59,71.29,71.38
HUM-ENT005-00039,ENT005,OWN005,2024-01-02 14:00:00,71.41,70.95,71.27
HUM-ENT005-00040,ENT005,OWN005,2024-01-02 15:00:00,70.37,69.71,69.87
HUM-ENT005-00041,ENT005,OWN005,2024-01-02 16:00:00,72.22,72.09,73.25
HUM-ENT005-00042,ENT005,OWN005,2024-01-02 17:00:00,74.57,74.34,73.89
HUM-ENT005-00043,ENT005,OWN005,2024-01-02 18:00:00,86.94,86.92,86.21
HUM-ENT005-00044,ENT005,OWN005,2024-01-02 19:00:00,87.37,86.13,87.27
HUM-ENT005-00045,ENT005,OWN005,2024-01-02 20:00:00,86.9,88.08,87.2
HUM-ENT005-00046,ENT005,OWN005,2024-01-02 21:00:00,89.0,88.54,88.79
HUM-ENT005-00047,ENT005,OWN005,2024-01-02 22:00:00,87.42,87.78,86.82
HUM-ENT005-00048,ENT005,OWN005,2024-01-02 23:00:00,88.31,88.0,88.61
HUM-ENT005-00049,ENT005,OWN005,2024-01-03 00:00:00,88.54,89.25,88.27
HUM-ENT005-00050,ENT005,OWN005,2024-01-03 01:00:00,87.76,86.78,87.16
HUM-ENT005-00051,ENT005,OWN005,2024-01-03 02:00:00,87.3,86.97,87.74
HUM-ENT005-00052,ENT005,OWN005,2024-01-03 03:00:00,87.22,86.91,87.79
HUM-ENT005-00053,ENT005,OWN005,2024-01-03 04:00:00,89.31,88.58,88.55
HUM-ENT005-00054,ENT005,OWN005,2024-01-03 05:00:00,84.66,84.43,84.07
HUM-ENT005-00055,ENT005,OWN005,2024-01-03 06:00:00,85.15,85.65,85.7
HUM-ENT005-00056,ENT005,OWN005,2024-01-03 07:00:00,82.2,81.85,81.85
HUM-ENT005-00057,ENT005,OWN005,2024-01-03 08:00:00,79.94,80.28,80.3
HUM-ENT005-00058,ENT005,OWN005,2024-01-03 09:00:00,78.21,78.24,78.82
HUM-ENT005-00059,ENT005,OWN005,2024-01-03 10:00:00,76.23,76.43,75.98
HUM-ENT005-00060,ENT005,OWN005,2024-01-03 11:00:00,71.85,72.97,73.09
HUM-ENT005-00061,ENT005,OWN005,2024-01-03 12:00:00,73.45,73.22,73.28
HUM-ENT005-00062,ENT005,OWN005,2024-01-03 13:00:00,70.86,71.97,71.26
HUM-ENT005-00063,ENT005,OWN005,2024-01-03 14:00:00,71.62,72.35,71.73
HUM-ENT005-00064,ENT005,OWN005,2024-01-03 15:00:00,71.29,71.21,71.35
HUM-ENT005-00065,ENT005,OWN005,2024-01-03 16:00:00,72.58,71.82,70.96
HUM-ENT005-00066,ENT005,OWN005,2024-01-03 17:00:00,73.68,73.65,73.51
HUM-ENT005-00067,ENT005,OWN005,2024-01-03 18:00:00,87.3,87.18,87.18
HUM-ENT005-00068,ENT005,OWN005,2024-01-03 19:00:00,88.47,88.13,88.32
HUM-ENT005-00069,ENT005,OWN005,2024-01-03 20:00:00,85.53,85.16,85.46
HUM-ENT005-00070,ENT005,OWN005,2024-01-03 21:00:00,87.89,87.63,87.37
HUM-ENT005-00071,ENT005,OWN005,2024-01-03 22:00:00,88.39,88.04,87.5
HUM-ENT005-00072,ENT005,OWN005,2024-01-03 23:00:00,87.22,86.71,87.03
HUM-ENT005-00073,ENT005,OWN005,2024-01-04 00:00:00,88.2,87.87,87.56
HUM-ENT005-00074,ENT005,OWN005,2024-01-04 01:00:00,87.49,86.5,86.67
HUM-ENT005-00075,ENT005,OWN005,2024-01-04 02:00:00,87.66,88.01,87.2
HUM-ENT005-00076,ENT005,OWN005,2024-01-04 03:00:00,88.76,89.17,88.83
HUM-ENT005-00077,ENT005,OWN005,2024-01-04 04:00:00,85.89,86.43,85.67
HUM-ENT005-00078,ENT005,OWN005,2024-01-04 05:00:00,85.58,86.38,86.03
HUM-ENT005-00079,ENT005,OWN005,2024-01-04 06:00:00,81.63,82.65,82.63
HUM-ENT005-00080,ENT005,OWN005,2024-01-04 07:00:00,81.67,82.28,82.99
HUM-ENT005-00081,ENT005,OWN005,2024-01-04 08:00:00,80.79,80.34,78.89
HUM-ENT005-00082,ENT005,OWN005,2024-01-04 09:00:00,77.91,78.59,79.04
HUM-ENT005-00083,ENT005,OWN005,2024-01-04 10:00:00,76.19,76.43,74.51
HUM-ENT005-00084,ENT005,OWN005,2024-01-04 11:00:00,73.71,73.33,74.59
HUM-ENT005-00085,ENT005,OWN005,2024-01-04 12:00:00,73.07,72.62,71.83
HUM-ENT005-00086,ENT005,OWN005,2024-01-04 13:00:00,73.52,73.8,73.02
HUM-ENT005-00087,ENT005,OWN005,2024-01-04 14:00:00,71.58,71.52,71.29
HUM-ENT005-00088,ENT005,OWN005,2024-01-04 15:00:00,72.9,72.1,72.67
HUM-ENT005-00089,ENT005,OWN005,2024-01-04 16:00:00,72.74,73.03,71.39
HUM-ENT005-00090,ENT005,OWN005,2024-01-04 17:00:00,73.33,72.99,73.69
HUM-ENT005-00091,ENT005,OWN005,2024-01-04 18:00:00,86.6,86.63,86.6
HUM-ENT005-00092,ENT005,OWN005,2024-01-04 19:00:00,89.16,88.28,88.75
HUM-ENT005-00093,ENT005,OWN005,2024-01-04 20:00:00,88.3,88.68,87.84
HUM-ENT005-00094,ENT005,OWN005,2024-01-04 21:00:00,86.44,86.0,85.64
HUM-ENT005-00095,ENT005,OWN005,2024-01-04 22:00:00,88.28,87.93,89.09
HUM-ENT005-00096,ENT005,OWN005,2024-01-04 23:00:00,88.07,88.55,88.35
HUM-ENT005-00097,ENT005,OWN005,2024-01-05 00:00:00,88.07,88.46,88.27
HUM-ENT005-00098,ENT005,OWN005,2024-01-05 01:00:00,87.13,87.2,86.58
HUM-ENT005-00099,ENT005,OWN005,2024-01-05 02:00:00,85.92,86.06,85.86
HUM-ENT005-00100,ENT005,OWN005,2024-01-05 03:00:00,85.02,85.85,86.06
HUM-ENT005-00101,ENT005,OWN005,2024-01-05 04:00:00,87.72,89.01,88.14
HUM-ENT005-00102,ENT005,OWN005,2024-01-05 05:00:00,86.89,86.19,86.27
HUM-ENT005-00103,ENT005,OWN005,2024-01-05 06:00:00,85.03,84.47,84.59
HUM-ENT005-00104,ENT005,OWN005,2024-01-05 07:00:00,82.39,82.96,82.98
HUM-ENT005-00105,ENT005,OWN005,2024-01-05 08:00:00,80.52,80.78,80.62
HUM-ENT005-00106,ENT005,OWN005,2024-01-05 09:00:00,77.49,78.21,76.32
HUM-ENT005-00107,ENT005,OWN005,2024-01-05 10:00:00,77.47,76.92,76.62
HUM-ENT005-00108,ENT005,OWN005,2024-01-05 11:00:00,75.16,74.68,75.1
HUM-ENT005-00109,ENT005,OWN005,2024-01-05 12:00:00,73.75,73.58,73.19
HUM-ENT005-00110,ENT005,OWN005,2024-01-05 13:00:00,71.12,70.73,72.43
HUM-ENT005-00111,ENT005,OWN005,2024-01-05 14:00:00,73.19,72.68,73.04
HUM-ENT005-00112,ENT005,OWN005,2024-01-05 15:00:00,71.5,71.98,71.99
HUM-ENT005-00113,ENT005,OWN005,2024-01-05 16:00:00,73.65,72.77,73.71
HUM-ENT005-00114,ENT005,OWN005,2024-01-05 17:00:00,74.84,74.01,74.47
HUM-ENT005-00115,ENT005,OWN005,2024-01-05 18:00:00,87.49,87.31,87.3
HUM-ENT005-00116,ENT005,OWN005,2024-01-05 19:00:00,86.95,86.97,86.79
HUM-ENT005-00117,ENT005,OWN005,2024-01-05 20:00:00,88.31,87.88,89.09
HUM-ENT005-00118,ENT005,OWN005,2024-01-05 21:00:00,87.97,88.01,87.57
HUM-ENT005-00119,ENT005,OWN005,2024-01-05 22:00:00,87.28,87.28,87.57
HUM-ENT005-00120,ENT005,OWN005,2024-01-05 23:00:00,85.85,86.32,86.09
