id,id_entrepot,id_proprietaire,datetime,capteur1,capteur2,capteur3
HUM-ENT012-00001,ENT012,OWN012,2024-01-01 00:00:00,83.02,83.42,83.01
HUM-ENT012-00002,ENT012,OWN012,2024-01-01 01:00:00,83.55,82.94,82.96
HUM-ENT012-00003,ENT012,OWN012,2024-01-01 02:00:00,82.79,82.76,82.72
HUM-ENT012-00004,ENT012,OWN012,2024-01-01 03:00:00,83.36,83.2,83.81
HUM-ENT012-00005,ENT012,OWN012,2024-01-01 04:00:00,82.42,83.49,82.6
HUM-ENT012-00006,ENT012,OWN012,2024-01-01 05:00:00,82.97,83.21,83.58
HUM-ENT012-00007,ENT012,OWN012,2024-01-01 06:00:00,80.25,81.52,81.6
HUM-ENT012-00008,ENT012,OWN012,2024-01-01 07:00:00,77.98,79.25,79.0
HUM-ENT012-00009,ENT012,OWN012,2024-01-01 08:00:00,76.44,77.02,75.41
HUM-ENT012-00010,ENT012,OWN012,2024-01-01 09:00:00,72.92,72.62,73.56
HUM-ENT012-00011,ENT012,OWN012,2024-01-01 10:00:00,71.31,70.48,71.54
HUM-ENT012-00012,ENT012,OWN012,2024-01-01 11:00:00,68.96,68.97,68.81
HUM-ENT012-00013,ENT012,OWN012,2024-01-01 12:00:00,68.42,68.76,68.81
HUM-ENT012-00014,ENT012,OWN012,2024-01-01 13:00:00,69.48,69.04,68.72
HUM-ENT012-00015,ENT012,OWN012,2024-01-01 14:00:00,69.02,69.96,69.32
HUM-ENT012-00016,ENT012,OWN012,2024-01-01 15:00:00,67.2,68.26,68.47
HUM-ENT012-00017,ENT012,OWN012,2024-01-01 16:00:00,67.12,68.02,68.88
HUM-ENT012-00018,ENT012,OWN012,2024-01-01 17:00:00,68.7,67.05,68.59
HUM-ENT012-00019,ENT012,OWN012,2024-01-01 18:00:00,84.61,84.97,85.6
HUM-ENT012-00020,ENT012,OWN012,2024-01-01 19:00:00,83.48,82.63,83.64
HUM-ENT012-00021,ENT012,OWN012,2024-01-01 20:00:00,82.47,82.9,82.68
HUM-ENT012-00022,ENT012,OWN012,2024-01-01 21:00:00,81.83,82.74,82.43
HUM-ENT012-00023,ENT012,OWN012,2024-01-01 22:00:00,82.53,83.73,82.37
HUM-ENT012-00024,ENT012,OWN012,2024-01-01 23:00:00,83.95,83.62,83.89
HUM-ENT012-00025,ENT012,OWN012,2024-01-02 00:00:00,83.16,83.49,82.72
HUM-ENT012-00026,ENT012,OWN012,2024-01-02 01:00:00,85.19,85.67,85.07
HUM-ENT012-00027,ENT012,OWN012,2024-01-02 02:00:00,83.58,83.36,83.79
HUM-ENT012-00028,ENT012,OWN012,2024-01-02 03:00:00,85.59,84.63,84.79
HUM-ENT012-00029,ENT012,OWN012,2024-01-02 04:00:00,83.09,83.11,83.37
HUM-ENT012-00030,ENT012,OWN012,2024-01-02 05:00:00,82.6,82.64,83.21
HUM-ENT012-00031,ENT012,OWN012,2024-01-02 06:00:00,77.88,79.03,78.5
HUM-ENT012-00032,ENT012,OWN012,2024-01-02 07:00:00,78.29,77.05,77.59
HUM-ENT012-00033,ENT012,OWN012,2024-01-02 08:00:00,77.48,75.91,76.34
HUM-ENT012-00034,ENT012,OWN012,2024-01-02 09:00:00,73.32,72.97,73.91
HUM-ENT012-00035,ENT012,OWN012,2024-01-02 10:00:00,71.21,70.84,70.87
HUM-ENT012-00036,ENT012,OWN012,2024-01-02 11:00:00,70.17,69.51,70.18
HUM-ENT012-00037,ENT012,OWN012,2024-01-02 12:00:00,69.66,70.1,68.32
HUM-ENT012-00038,ENT012,OWN012,2024-01-02 13:00:00,67.0,67.65,67.6
HUM-ENT012-00039,ENT012,OWN012,2024-01-02 14:00:00,66.75,66.3,66.2
