id,id_entrepot,id_proprietaire,datetime,capteur1,capteur2,capteur3
HUM-ENT019-00001,ENT019,OWN019,2024-01-01 00:00:00,84.32,83.85,84.05
HUM-ENT019-00002,ENT019,OWN019,2024-01-01 01:00:00,84.27,83.5,83.44
HUM-ENT019-00003,ENT019,OWN019,2024-01-01 02:00:00,84.29,83.33,83.66
HUM-ENT019-00004,ENT019,OWN019,2024-01-01 03:00:00,84.93,84.36,84.21
HUM-ENT019-00005,ENT019,OWN019,2024-01-01 04:00:00,82.54,82.09,83.39
HUM-ENT019-00006,ENT019,OWN019,2024-01-01 05:00:00,81.96,80.99,81.95
HUM-ENT019-00007,ENT019,OWN019,2024-01-01 06:00:00,81.02,81.23,80.55
HUM-ENT019-00008,ENT019,OWN019,2024-01-01 07:00:00,79.15,77.87,79.0
HUM-ENT019-00009,ENT019,OWN019,2024-01-01 08:00:00,76.24,76.17,76.3
HUM-ENT019-00010,ENT019,OWN019,2024-01-01 09:00:00,73.76,73.92,74.12
HUM-ENT019-00011,ENT019,OWN019,2024-01-01 10:00:00,71.4,72.39,71.12
HUM-ENT019-00012,ENT019,OWN019,2024-01-01 11:00:00,71.38,72.27,71.55
HUM-ENT019-00013,ENT019,OWN019,2024-01-01 12:00:00,68.34,68.64,68.65
HUM-ENT019-00014,ENT019,OWN019,2024-01-01 13:00:00,68.36,68.68,68.83
HUM-ENT019-00015,ENT019,OWN019,2024-01-01 14:00:00,66.89,67.32,67.71
HUM-ENT019-00016,ENT019,OWN019,2024-01-01 15:00:00,66.73,67.43,66.79
HUM-ENT019-00017,ENT019,OWN019,2024-01-01 16:00:00,68.29,68.44,67.94
HUM-ENT019-00018,ENT019,OWN019,2024-01-01 17:00:00,68.62,67.4,67.35
HUM-ENT019-00019,ENT019,OWN019,2024-01-01 18:00:00,83.12,83.08,83.16
HUM-ENT019-00020,ENT019,OWN019,2024-01-01 19:00:00,82.59,82.42,82.81
HUM-ENT019-00021,ENT019,OWN019,2024-01-01 20:00:00,84.71,84.37,85.24
HUM-ENT019-00022,ENT019,OWN019,2024-01-01 21:00:00,83.35,83.87,83.23
HUM-ENT019-00023,ENT019,OWN019,2024-01-01 22:00:00,85.74,85.29,85.24
HUM-ENT019-00024,ENT019,OWN019,2024-01-01 23:00:00,84.24,84.35,83.76
HUM-ENT019-00025,ENT019,OWN019,2024-01-02 00:00:00,83.45,82.91,82.95
HUM-ENT019-00026,ENT019,OWN019,2024-01-02 01:00:00,82.9,83.49,82.49
HUM-ENT019-00027,ENT019,OWN019,2024-01-02 02:00:00,83.17,82.57,83.48
HUM-ENT019-00028,ENT019,OWN019,2024-01-02 03:00:00,82.48,83.14,82.2
HUM-ENT019-00029,ENT019,OWN019,2024-01-02 04:00:00,82.86,82.28,82.49
HUM-ENT019-00030,ENT019,OWN019,2024-01-02 05:00:00,82.86,82.17,82.02
HUM-ENT019-00031,ENT019,OWN019,2024-01-02 06:00:00,80.47,80.54,80.08
HUM-ENT019-00032,ENT019,OWN019,2024-01-02 07:00:00,77.88,77.67,77.44
HUM-ENT019-00033,ENT019,OWN019,2024-01-02 08:00:00,75.99,75.59,76.04
HUM-ENT019-00034,ENT019,OWN019,2024-01-02 09:00:00,73.01,72.54,72.49
HUM-ENT019-00035,ENT019,OWN019,2024-01-02 10:00:00,71.15,72.14,72.72
HUM-ENT019-00036,ENT019,OWN019,2024-01-02 11:00:00,70.49,70.04,70.03
HUM-ENT019-00037,ENT019,OWN019,2024-01-02 12:00:00,68.23,68.5,68.66
HUM-ENT019-00038,ENT019,OWN019,2024-01-02 13:00:00,67.87,67.38,67.51
HUM-ENT019-00039,ENT019,OWN019,2024-01-02 14:00:00,67.31,67.63,66.71
HUM-ENT019-00040,ENT019,OWN019,2024-01-02 15:00:00,66.49,66.82,66.45
HUM-ENT019-00041,ENT019,OWN019,2024-01-02 16:00:00,68.35,68.41,69.73
HUM-ENT019-00042,ENT019,OWN019,2024-01-02 17:00:00,68.47,69.67,69.31
HUM-ENT019-00043,ENT019,OWN019,2024-01-02 18:00:00,83.23,83.62,82.53
HUM-ENT019-00044,ENT019,OWN019,2024-01-02 19:00:00,84.83,85.21,85.03
HUM-ENT019-00045,ENT019,OWN019,2024-01-02 20:00:00,81.74,82.08,82.96
HUM-ENT019-00046,ENT019,OWN019,2024-01-02 21:00:00,84.34,84.65,84.57
HUM-ENT019-00047,ENT019,OWN019,2024-01-02 22:00:00,82.88,83.79,84.47
HUM-ENT019-00048,ENT019,OWN019,2024-01-02 23:00:00,83.43,83.2,84.06
HUM-ENT019-00049,ENT019,OWN019,2024-01-03 00:00:00,84.38,83.66,84.29
HUM-ENT019-00050,ENT019,OWN019,2024-01-03 01:00:00,84.9,83.84,84.88
HUM-ENT019-00051,ENT019,OWN019,2024-01-03 02:00:00,84.15,85.6,83.61
HUM-ENT019-00052,ENT019,OWN019,2024-01-03 03:00:00,85.52,84.99,84.63
HUM-ENT019-00053,ENT019,OWN019,2024-01-03 04:00:00,83.41,82.87,83.6
HUM-ENT019-00054,ENT019,OWN019,2024-01-03 05:00:00,82.78,82.34,83.19
HUM-ENT019-00055,ENT019,OWN019,2024-01-03 06:00:00,79.54,80.34,79.71
HUM-ENT019-00056,ENT019,OWN019,2024-01-03 07:00:00,77.61,77.26,77.8
HUM-ENT019-00057,ENT019,OWN019,2024-01-03 08:00:00,74.75,75.69,74.58
HUM-ENT019-00058,ENT019,OWN019,2024-01-03 09:00:00,72.7,72.88,73.13
HUM-ENT019-00059,ENT019,OWN019,2024-01-03 10:00:00,70.8,70.63,70.7
HUM-ENT019-00060,ENT019,OWN019,2024-01-03 11:00:00,69.9,70.62,70.29
HUM-ENT019-00061,ENT019,OWN019,2024-01-03 12:00:00,67.04,67.43,67.45
HUM-ENT019-00062,ENT019,OWN019,2024-01-03 13:00:00,66.77,67.42,67.96
HUM-ENT019-00063,ENT019,OWN019,2024-01-03 14:00:00,67.87,67.53,67.83
HUM-ENT019-00064,ENT019,OWN019,2024-01-03 15:00:00,65.93,65.94,66.66
HUM-ENT019-00065,ENT019,OWN019,2024-01-03 16:00:00,68.75,69.35,68.4
HUM-ENT019-00066,ENT019,OWN019,2024-01-03 17:00:00,70.41,70.6,70.24
HUM-ENT019-00067,ENT019,OWN019,2024-01-03 18:00:00,82.9,82.32,82.0
HUM-ENT019-00068,ENT019,OWN019,2024-01-03 19:00:00,82.72,83.93,83.41
HUM-ENT019-00069,ENT019,OWN019,2024-01-03 20:00:00,82.88,82.07,82.23
