client_id,lat,lon,type_requis
C0301,33.987206,-5.511669,standard
C0302,34.103695,-4.132501,sec
C0303,33.329619,-7.66572,sec
C0304,32.276584,-9.132148,climatise
C0305,34.075461,-4.971013,standard
C0306,34.050922,-6.876155,standard
C0307,35.603037,-5.836942,climatise
C0308,33.853913,-5.575579,standard
C0309,35.591967,-5.312728,standard
C0310,30.486612,-9.691626,froid
C0311,33.081454,-7.551324,climatise
C0312,35.107231,-2.838463,froid
C0313,34.137226,-3.941706,standard
C0314,32.207297,-9.165678,standard
C0315,33.815988,-5.980901,froid
C0316,33.919584,-5.582544,sec
C0317,33.832718,-5.444076,climatise
C0318,31.641881,-8.067012,sec
C0319,34.050263,-6.953696,sec
C0320,34.650802,-1.816577,sec
C0321,35.606377,-5.844159,standard
C0322,33.876466,-5.486717,climatise
C0323,31.654852,-7.829188,froid
C0324,33.645354,-7.337656,climatise
C0325,33.400011,-7.493246,standard
C0326,32.901685,-7.595719,standard
C0327,33.774011,-7.346458,froid
C0328,33.715544,-7.467178,sec
C0329,31.742847,-7.936331,standard
C0330,33.965398,-6.718946,climatise
C0331,35.817816,-5.851045,froid
C0332,35.519425,-5.474749,standard
C0333,32.921124,-7.59906,standard
C0334,34.631002,-1.972807,climatise
C0335,31.597742,-7.947195,standard
C0336,33.963946,-4.866813,standard
C0337,30.368753,-9.486728,climatise
C0338,34.272554,-4.163665,froid
C0339,30.421214,-9.679796,sec
C0340,33.702309,-7.394905,standard
C0341,35.135173,-2.9003,climatise
C0342,35.663227,-5.365279,froid
C0343,33.685305,-7.685729,standard
C0344,34.376916,-6.609981,froid
C0345,35.774375,-5.885888,climatise
C0346,33.869026,-6.14551,standard
C0347,30.341943,-9.524716,froid
C0348,32.206025,-9.213797,climatise
C0349,33.638525,-7.455272,standard
C0350,34.748389,-1.883949,sec
C0351,31.600973,-8.083827,froid
C0352,34.082685,-4.957649,standard
C0353,30.344739,-9.530516,froid
C0354,29.042933,-10.050037,standard
C0355,33.781547,-6.12324,sec
C0356,35.161685,-2.908622,climatise
C0357,33.698143,-7.310873,sec
C0358,34.239692,-4.034647,climatise
C0359,33.915792,-5.414987,standard
C0360,34.287912,-6.611685,climatise
C0361,33.640623,-7.465154,froid
C0362,35.510017,-5.213217,sec
C0363,35.273545,-2.829118,standard
C0364,30.378157,-9.404142,standard
C0365,34.610708,-1.887556,sec
C0366,33.921421,-6.905193,sec
C0367,33.76147,-5.994269,climatise
C0368,33.864846,-6.16403,froid
C0369,35.134481,-2.822081,sec
C0370,33.443689,-7.540221,sec
C0371,33.630037,-7.462894,froid
C0372,33.667771,-7.477025,sec
C0373,32.972821,-7.641237,sec
C0374,32.257779,-9.246061,froid
C0375,33.780668,-6.171686,froid
C0376,34.269294,-3.936796,climatise
C0377,35.655403,-5.71247,standard
C0378,33.613152,-7.462953,standard
C0379,33.164146,-8.478105,standard
C0380,33.917433,-5.547866,froid
C0381,33.83208,-6.153584,climatise
C0382,30.459717,-9.566803,standard
C0383,31.504291,-7.823303,froid
C0384,33.694745,-7.526099,froid
C0385,32.313057,-6.40714,climatise
C0386,33.124699,-8.473475,standard
C0387,31.628737,-8.03612,sec
C0388,34.057579,-6.999763,climatise
C0389,34.099751,-6.98541,sec
C0390,33.979754,-6.9803,sec
C0391,34.728281,-1.867617,climatise
C0392,33.72416,-6.123342,froid
C0393,33.967168,-6.799083,climatise
C0394,29.038024,-10.098536,standard
C0395,33.835479,-6.145577,froid
C0396,31.516167,-8.019223,sec
C0397,34.163197,-4.841148,standard
C0398,33.137932,-8.450312,climatise
C0399,33.450629,-7.625506,standard
C0400,33.911439,-6.762309,froid
