id,id_entrepot,id_proprietaire,datetime,capteur1,capteur2,capteur3
HUM-ENT015-00001,ENT015,OWN015,2024-01-01 00:00:00,81.77,81.8,81.73
HUM-ENT015-00002,ENT015,OWN015,2024-01-01 01:00:00,80.77,80.49,80.31
HUM-ENT015-00003,ENT015,OWN015,2024-01-01 02:00:00,82.54,81.46,82.23
HUM-ENT015-00004,ENT015,OWN015,2024-01-01 03:00:00,79.8,80.79,80.31
HUM-ENT015-00005,ENT015,OWN015,2024-01-01 04:00:00,80.5,79.45,80.59
HUM-ENT015-00006,ENT015,OWN015,2024-01-01 05:00:00,80.01,79.54,80.06
HUM-ENT015-00007,ENT015,OWN015,2024-01-01 06:00:00,79.41,78.54,77.87
HUM-ENT015-00008,ENT015,OWN015,2024-01-01 07:00:00,76.1,75.87,75.83
HUM-ENT015-00009,ENT015,OWN015,2024-01-01 08:00:00,73.55,73.86,74.37
HUM-ENT015-00010,ENT015,OWN015,2024-01-01 09:00:00,69.92,70.84,70.5
HUM-ENT015-00011,ENT015,OWN015,2024-01-01 10:00:00,70.01,69.47,69.35
HUM-ENT015-00012,ENT015,OWN015,2024-01-01 11:00:00,70.14,70.48,69.65
HUM-ENT015-00013,ENT015,OWN015,2024-01-01 12:00:00,65.83,65.68,66.79
HUM-ENT015-00014,ENT015,OWN015,2024-01-01 13:00:00,67.65,67.69,67.11
HUM-ENT015-00015,ENT015,OWN015,2024-01-01 14:00:00,64.81,64.89,65.67
HUM-ENT015-00016,ENT015,OWN015,2024-01-01 15:00:00,65.47,64.68,65.65
HUM-ENT015-00017,ENT015,OWN015,2024-01-01 16:00:00,66.01,66.73,65.61
HUM-ENT015-00018,ENT015,OWN015,2024-01-01 17:00:00,68.26,68.5,67.95
HUM-ENT015-00019,ENT015,OWN015,2024-01-01 18:00:00,81.93,82.23,82.36
HUM-ENT015-00020,ENT015,OWN015,2024-01-01 19:00:00,82.16,81.81,82.03
HUM-ENT015-00021,ENT015,OWN015,2024-01-01 20:00:00,81.17,82.1,81.08
HUM-ENT015-00022,ENT015,OWN015,2024-01-01 21:00:00,81.75,81.77,81.96
HUM-ENT015-00023,ENT015,OWN015,2024-01-01 22:00:00,81.53,82.79,81.58
HUM-ENT015-00024,ENT015,OWN015,2024-01-01 23:00:00,81.04,80.58,81.09
HUM-ENT015-00025,ENT015,OWN015,2024-01-02 00:00:00,80.08,81.04,80.49
HUM-ENT015-00026,ENT015,OWN015,2024-01-02 01:00:00,82.64,82.2,81.75
HUM-ENT015-00027,ENT015,OWN015,2024-01-02 02:00:00,82.56,80.73,82.32
HUM-ENT015-00028,ENT015,OWN015,2024-01-02 03:00:00,81.92,80.78,80.82
HUM-ENT015-00029,ENT015,OWN015,2024-01-02 04:00:00,82.08,80.24,81.05
HUM-ENT015-00030,ENT015,OWN015,2024-01-02 05:00:00,79.4,79.67,79.68
HUM-ENT015-00031,ENT015,OWN015,2024-01-02 06:00:00,77.53,78.12,77.2
HUM-ENT015-00032,ENT015,OWN015,2024-01-02 07:00:00,77.76,77.98,77.21
HUM-ENT015-00033,ENT015,OWN015,2024-01-02 08:00:00,74.29,73.52,74.32
HUM-ENT015-00034,ENT015,OWN015,2024-01-02 09:00:00,72.29,71.66,71.96
