client_id,lat,lon,type_requis
C0201,34.298287,-4.060776,standard
C0202,32.997438,-7.580843,standard
C0203,28.992797,-10.080375,froid
C0204,35.138552,-2.930911,froid
C0205,33.187194,-8.410682,froid
C0206,33.825278,-5.443321,standard
C0207,33.38606,-7.501797,froid
C0208,31.5379,-7.87658,sec
C0209,34.75428,-1.949231,climatise
C0210,34.091635,-6.769901,froid
C0211,33.843944,-5.479331,sec
C0212,33.903413,-5.598709,standard
C0213,34.295254,-6.4514,climatise
C0214,32.248778,-9.296522,standard
C0215,31.550227,-7.813483,sec
C0216,33.282823,-8.543527,climatise
C0217,32.237237,-9.164701,climatise
C0218,35.657446,-5.35597,standard
C0219,33.540858,-7.623503,froid
C0220,32.221618,-9.113098,standard
C0221,33.738,-7.314734,froid
C0222,30.374534,-9.590385,climatise
C0223,34.39191,-6.42468,climatise
C0224,33.133463,-8.434425,climatise
C0225,33.215754,-7.566349,froid
C0226,34.104256,-5.155418,standard
C0227,32.395385,-9.128358,froid
C0228,35.765994,-5.7394,standard
C0229,30.468411,-9.697829,climatise
C0230,32.238134,-9.246286,sec
C0231,30.475589,-9.526228,froid
C0232,33.931049,-6.90844,climatise
C0233,34.128993,-4.158933,climatise
C0234,33.751776,-6.105494,sec
C0235,33.949676,-6.870521,froid
C0236,28.916783,-9.988037,froid
C0237,33.837166,-6.104984,standard
C0238,33.627947,-7.376792,sec
C0239,33.985942,-5.436969,standard
C0240,34.283266,-6.440844,sec
C0241,35.288335,-2.822265,climatise
C0242,32.907484,-7.65627,climatise
C0243,35.256981,-2.958955,froid
C0244,30.306262,-9.64063,standard
C0245,33.421204,-7.649027,sec
C0246,33.937,-5.172456,froid
C0247,34.359438,-6.454514,climatise
C0248,30.38902,-9.520142,standard
C0249,30.393833,-9.546227,climatise
C0250,34.006342,-4.924402,climatise
C0251,28.908542,-10.056716,sec
C0252,34.003045,-6.905144,sec
C0253,28.993435,-10.046017,standard
C0254,33.82476,-5.567312,froid
C0255,30.340351,-9.648624,standard
C0256,34.076391,-4.819916,climatise
C0257,34.134997,-5.116451,froid
C0258,28.988136,-9.978347,climatise
C0259,33.894366,-6.044294,sec
C0260,33.354104,-7.505175,climatise
C0261,34.25014,-3.962128,froid
C0262,35.620503,-5.719455,froid
C0263,30.420456,-9.434905,sec
C0264,33.017114,-7.547908,climatise
C0265,33.484613,-7.644264,climatise
C0266,28.91045,-9.979937,climatise
C0267,33.626537,-7.46909,standard
C0268,33.713755,-7.407367,sec
C0269,32.274514,-9.251494,climatise
C0270,34.244405,-6.547859,froid
C0271,34.239647,-4.162451,climatise
C0272,34.29187,-6.441001,sec
C0273,33.985042,-5.539157,froid
C0274,32.991855,-7.696479,climatise
C0275,33.631207,-7.586335,sec
C0276,29.007336,-9.987701,sec
C0277,33.252241,-8.43081,sec
C0278,33.274404,-7.668785,froid
C0279,32.920592,-7.679074,standard
C0280,35.632982,-5.217131,standard
C0281,33.87546,-5.97742,froid
C0282,28.916767,-9.984329,climatise
C0283,34.66895,-1.979438,froid
C0284,31.737059,-7.876024,climatise
C0285,33.741748,-6.131358,standard
C0286,33.961802,-6.885162,standard
C0287,34.382862,-6.48388,sec
C0288,33.91795,-5.583281,sec
C0289,33.28739,-7.57529,sec
C0290,33.785492,-6.11052,froid
C0291,34.16704,-4.868703,standard
C0292,35.669613,-5.799074,froid
C0293,34.01982,-4.994965,standard
C0294,33.972699,-5.441287,climatise
C0295,33.786349,-6.023288,climatise
C0296,30.389719,-9.477012,sec
C0297,32.339248,-6.42421,climatise
C0298,33.17013,-8.475831,froid
C0299,33.898153,-5.464405,froid
C0300,35.235599,-2.914648,froid
