id,id_entrepot,id_proprietaire,datetime,capteur1,capteur2,capteur3
HUM-ENT003-00001,ENT003,OWN003,2024-01-01 00:00:00,86.75,85.64,85.72
HUM-ENT003-00002,ENT003,OWN003,2024-01-01 01:00:00,85.55,86.71,85.81
HUM-ENT003-00003,ENT003,OWN003,2024-01-01 02:00:00,86.04,86.07,85.29
HUM-ENT003-00004,ENT003,OWN003,2024-01-01 03:00:00,84.18,83.53,83.48
HUM-ENT003-00005,ENT003,OWN003,2024-01-01 04:00:00,86.45,86.03,85.75
HUM-ENT003-00006,ENT003,OWN003,2024-01-01 05:00:00,84.7,83.62,83.6
HUM-ENT003-00007,ENT003,OWN003,2024-01-01 06:00:00,82.72,83.0,81.94
HUM-ENT003-00008,ENT003,OWN003,2024-01-01 07:00:00,81.72,81.79,81.42
HUM-ENT003-00009,ENT003,OWN003,2024-01-01 08:00:00,78.29,77.69,76.94
HUM-ENT003-00010,ENT003,OWN003,2024-01-01 09:00:00,74.43,75.81,75.84
HUM-ENT003-00011,ENT003,OWN003,2024-01-01 10:00:00,72.79,73.88,73.35
HUM-ENT003-00012,ENT003,OWN003,2024-01-01 11:00:00,71.26,71.42,71.22
HUM-ENT003-00013,ENT003,OWN003,2024-01-01 12:00:00,69.88,71.27,70.51
HUM-ENT003-00014,ENT003,OWN003,2024-01-01 13:00:00,68.64,69.43,68.78
HUM-ENT003-00015,ENT003,OWN003,2024-01-01 14:00:00,70.33,70.96,71.18
HUM-ENT003-00016,ENT003,OWN003,2024-01-01 15:00:00,70.54,69.36,69.87
HUM-ENT003-00017,ENT003,OWN003,2024-01-01 16:00:00,69.85,70.4,70.56
HUM-ENT003-00018,ENT003,OWN003,2024-01-01 17:00:00,73.11,71.37,71.57
HUM-ENT003-00019,ENT003,OWN003,2024-01-01 18:00:00,84.46,84.31,85.6
HUM-ENT003-00020,ENT003,OWN003,2024-01-01 19:00:00,84.35,84.75,84.99
HUM-ENT003-00021,ENT003,OWN003,2024-01-01 20:00:00,85.11,84.83,85.08
