id,id_entrepot,id_proprietaire,datetime,capteur1,capteur2,capteur3
HUM-ENT018-00001,ENT018,OWN018,2024-01-01 00:00:00,81.55,82.69,81.54
HUM-ENT018-00002,ENT018,OWN018,2024-01-01 01:00:00,79.99,80.37,79.34
HUM-ENT018-00003,ENT018,OWN018,2024-01-01 02:00:00,81.58,81.8,81.69
HUM-ENT018-00004,ENT018,OWN018,2024-01-01 03:00:00,80.15,80.81,80.06
HUM-ENT018-00005,ENT018,OWN018,2024-01-01 04:00:00,78.74,79.1,79.34
HUM-ENT018-00006,ENT018,OWN018,2024-01-01 05:00:00,78.69,79.44,78.23
HUM-ENT018-00007,ENT018,OWN018,2024-01-01 06:00:00,77.15,76.98,77.74
HUM-ENT018-00008,ENT018,OWN018,2024-01-01 07:00:00,74.62,74.65,73.61
HUM-ENT018-00009,ENT018,OWN018,2024-01-01 08:00:00,74.05,73.7,73.88
HUM-ENT018-00010,ENT018,OWN018,2024-01-01 09:00:00,69.85,70.71,69.71
HUM-ENT018-00011,ENT018,OWN018,2024-01-01 10:00:00,68.48,69.27,68.82
HUM-ENT018-00012,ENT018,OWN018,2024-01-01 11:00:00,66.69,66.88,66.35
HUM-ENT018-00013,ENT018,OWN018,2024-01-01 12:00:00,66.37,67.17,66.8
HUM-ENT018-00014,ENT018,OWN018,2024-01-01 13:00:00,62.65,63.32,63.53
HUM-ENT018-00015,ENT018,OWN018,2024-01-01 14:00:00,65.35,64.78,64.39
HUM-ENT018-00016,ENT018,OWN018,2024-01-01 15:00:00,63.15,63.39,63.82
HUM-ENT018-00017,ENT018,OWN018,2024-01-01 16:00:00,64.57,65.96,65.49
HUM-ENT018-00018,ENT018,OWN018,2024-01-01 17:00:00,65.57,66.31,65.24
HUM-ENT018-00019,ENT018,OWN018,2024-01-01 18:00:00,81.38,79.09,80.59
HUM-ENT018-00020,ENT018,OWN018,2024-01-01 19:00:00,81.53,80.07,80.84
HUM-ENT018-00021,ENT018,OWN018,2024-01-01 20:00:00,81.21,81.2,81.04
HUM-ENT018-00022,ENT018,OWN018,2024-01-01 21:00:00,79.78,79.96,79.53
HUM-ENT018-00023,ENT018,OWN018,2024-01-01 22:00:00,82.73,82.2,81.66
HUM-ENT018-00024,ENT018,OWN018,2024-01-01 23:00:00,80.44,80.06,79.44
HUM-ENT018-00025,ENT018,OWN018,2024-01-02 00:00:00,80.65,80.31,80.16
HUM-ENT018-00026,ENT018,OWN018,2024-01-02 01:00:00,80.41,80.11,80.28
HUM-ENT018-00027,ENT018,OWN018,2024-01-02 02:00:00,80.27,80.43,81.1
HUM-ENT018-00028,ENT018,OWN018,2024-01-02 03:00:00,80.12,79.66,80.26
HUM-ENT018-00029,ENT018,OWN018,2024-01-02 04:00:00,79.98,79.54,79.32
HUM-ENT018-00030,ENT018,OWN018,2024-01-02 05:00:00,79.1,79.59,79.42
HUM-ENT018-00031,ENT018,OWN018,2024-01-02 06:00:00,77.3,76.77,76.93
HUM-ENT018-00032,ENT018,OWN018,2024-01-02 07:00:00,75.16,73.78,73.67
HUM-ENT018-00033,ENT018,OWN018,2024-01-02 08:00:00,73.07,72.72,73.58
HUM-ENT018-00034,ENT018,OWN018,2024-01-02 09:00:00,71.52,69.81,70.71
HUM-ENT018-00035,ENT018,OWN018,2024-01-02 10:00:00,69.58,70.05,68.84
HUM-ENT018-00036,ENT018,OWN018,2024-01-02 11:00:00,66.66,67.4,67.7
HUM-ENT018-00037,ENT018,OWN018,2024-01-02 12:00:00,65.11,65.74,63.88
HUM-ENT018-00038,ENT018,OWN018,2024-01-02 13:00:00,63.77,63.93,64.11
HUM-ENT018-00039,ENT018,OWN018,2024-01-02 14:00:00,62.9,62.16,62.39
HUM-ENT018-00040,ENT018,OWN018,2024-01-02 15:00:00,63.99,63.59,63.77
HUM-ENT018-00041,ENT018,OWN018,2024-01-02 16:00:00,64.34,64.56,64.77
HUM-ENT018-00042,ENT018,OWN018,2024-01-02 17:00:00,67.05,67.49,67.53
HUM-ENT018-00043,ENT018,OWN018,2024-01-02 18:00:00,81.53,80.96,80.21
HUM-ENT018-00044,ENT018,OWN018,2024-01-02 19:00:00,81.6,81.96,81.55
HUM-ENT018-00045,ENT018,OWN018,2024-01-02 20:00:00,80.05,78.75,79.73
HUM-ENT018-00046,ENT018,OWN018,2024-01-02 21:00:00,80.88,82.41,81.18
HUM-ENT018-00047,ENT018,OWN018,2024-01-02 22:00:00,80.4,80.55,81.32
HUM-ENT018-00048,ENT018,OWN018,2024-01-02 23:00:00,80.2,80.24,79.82
HUM-ENT018-00049,ENT018,OWN018,2024-01-03 00:00:00,79.9,80.84,80.53
HUM-ENT018-00050,ENT018,OWN018,2024-01-03 01:00:00,80.9,80.62,81.0
HUM-ENT018-00051,ENT018,OWN018,2024-01-03 02:00:00,79.58,80.9,81.62
HUM-ENT018-00052,ENT018,OWN018,2024-01-03 03:00:00,80.82,80.27,80.39
HUM-ENT018-00053,ENT018,OWN018,2024-01-03 04:00:00,80.75,81.65,79.77
HUM-ENT018-00054,ENT018,OWN018,2024-01-03 05:00:00,79.21,79.6,78.94
HUM-ENT018-00055,ENT018,OWN018,2024-01-03 06:00:00,78.45,77.86,78.25
HUM-ENT018-00056,ENT018,OWN018,2024-01-03 07:00:00,74.29,74.83,75.78
HUM-ENT018-00057,ENT018,OWN018,2024-01-03 08:00:00,73.53,71.83,73.0
HUM-ENT018-00058,ENT018,OWN018,2024-01-03 09:00:00,71.09,71.94,72.05
HUM-ENT018-00059,ENT018,OWN018,2024-01-03 10:00:00,68.63,68.96,68.19
HUM-ENT018-00060,ENT018,OWN018,2024-01-03 11:00:00,68.85,68.02,67.78
HUM-ENT018-00061,ENT018,OWN018,2024-01-03 12:00:00,65.7,65.12,65.63
HUM-ENT018-00062,ENT018,OWN018,2024-01-03 13:00:00,64.58,64.69,64.77
HUM-ENT018-00063,ENT018,OWN018,2024-01-03 14:00:00,63.33,64.52,63.85
HUM-ENT018-00064,ENT018,OWN018,2024-01-03 15:00:00,65.13,64.91,63.51
HUM-ENT018-00065,ENT018,OWN018,2024-01-03 16:00:00,64.79,65.02,65.08
HUM-ENT018-00066,ENT018,OWN018,2024-01-03 17:00:00,66.05,67.13,65.98
HUM-ENT018-00067,ENT018,OWN018,2024-01-03 18:00:00,80.34,81.13,81.75
HUM-ENT018-00068,ENT018,OWN018,2024-01-03 19:00:00,80.13,81.02,80.61
HUM-ENT018-00069,ENT018,OWN018,2024-01-03 20:00:00,80.42,80.52,80.18
HUM-ENT018-00070,ENT018,OWN018,2024-01-03 21:00:00,79.1,78.84,78.75
HUM-ENT018-00071,ENT018,OWN018,2024-01-03 22:00:00,80.13,79.8,80.36
HUM-ENT018-00072,ENT018,OWN018,2024-01-03 23:00:00,79.54,80.15,79.78
HUM-ENT018-00073,ENT018,OWN018,2024-01-04 00:00:00,79.73,81.91,79.99
HUM-ENT018-00074,ENT018,OWN018,2024-01-04 01:00:00,79.97,80.05,79.89
HUM-ENT018-00075,ENT018,OWN018,2024-01-04 02:00:00,80.69,80.53,80.39
HUM-ENT018-00076,ENT018,OWN018,2024-01-04 03:00:00,80.8,80.96,80.87
HUM-ENT018-00077,ENT018,OWN018,2024-01-04 04:00:00,80.69,80.25,79.91
HUM-ENT018-00078,ENT018,OWN018,2024-01-04 05:00:00,77.37,77.15,76.54
HUM-ENT018-00079,ENT018,OWN018,2024-01-04 06:00:00,76.93,77.93,77.39
HUM-ENT018-00080,ENT018,OWN018,2024-01-04 07:00:00,74.84,75.73,74.4
HUM-ENT018-00081,ENT018,OWN018,2024-01-04 08:00:00,72.91,73.7,72.13
HUM-ENT018-00082,ENT018,OWN018,2024-01-04 09:00:00,70.09,69.76,69.12
HUM-ENT018-00083,ENT018,OWN018,2024-01-04 10:00:00,68.29,68.48,69.69
HUM-ENT018-00084,ENT018,OWN018,2024-01-04 11:00:00,65.91,66.17,66.14
HUM-ENT018-00085,ENT018,OWN018,2024-01-04 12:00:00,65.44,65.56,65.94
HUM-ENT018-00086,ENT018,OWN018,2024-01-04 13:00:00,65.54,63.8,65.0
HUM-ENT018-00087,ENT018,OWN018,2024-01-04 14:00:00,65.51,64.97,65.97
HUM-ENT018-00088,ENT018,OWN018,2024-01-04 15:00:00,63.71,64.06,64.15
HUM-ENT018-00089,ENT018,OWN018,2024-01-04 16:00:00,65.04,64.81,65.4
HUM-ENT018-00090,ENT018,OWN018,2024-01-04 17:00:00,66.52,66.32,67.13
HUM-ENT018-00091,ENT018,OWN018,2024-01-04 18:00:00,80.84,80.18,79.97
HUM-ENT018-00092,ENT018,OWN018,2024-01-04 19:00:00,80.71,80.33,80.86
HUM-ENT018-00093,ENT018,OWN018,2024-01-04 20:00:00,80.03,79.63,79.92
HUM-ENT018-00094,ENT018,OWN018,2024-01-04 21:00:00,80.71,80.13,80.51
HUM-ENT018-00095,ENT018,OWN018,2024-01-04 22:00:00,80.71,80.73,81.36
HUM-ENT018-00096,ENT018,OWN018,2024-01-04 23:00:00,79.63,79.09,80.33
HUM-ENT018-00097,ENT018,OWN018,2024-01-05 00:00:00,79.82,80.41,80.15
HUM-ENT018-00098,ENT018,OWN018,2024-01-05 01:00:00,80.81,81.21,81.87
HUM-ENT018-00099,ENT018,OWN018,2024-01-05 02:00:00,81.83,81.67,81.26
HUM-ENT018-00100,ENT018,OWN018,2024-01-05 03:00:00,80.29,80.19,80.14
HUM-ENT018-00101,ENT018,OWN018,2024-01-05 04:00:00,79.34,80.06,79.54
HUM-ENT018-00102,ENT018,OWN018,2024-01-05 05:00:00,80.62,79.17,79.25
HUM-ENT018-00103,ENT018,OWN018,2024-01-05 06:00:00,76.84,77.83,77.68
HUM-ENT018-00104,ENT018,OWN018,2024-01-05 07:00:00,76.32,75.79,75.58
HUM-ENT018-00105,ENT018,OWN018,2024-01-05 08:00:00,72.82,72.17,72.5
HUM-ENT018-00106,ENT018,OWN018,2024-01-05 09:00:00,69.16,68.74,70.04
HUM-ENT018-00107,ENT018,OWN018,2024-01-05 10:00:00,67.41,68.07,67.95
HUM-ENT018-00108,ENT018,OWN018,2024-01-05 11:00:00,67.73,67.2,66.88
HUM-ENT018-00109,ENT018,OWN018,2024-01-05 12:00:00,66.7,66.93,66.31
HUM-ENT018-00110,ENT018,OWN018,2024-01-05 13:00:00,64.63,64.94,64.1
HUM-ENT018-00111,ENT018,OWN018,2024-01-05 14:00:00,65.09,65.61,65.59
HUM-ENT018-00112,ENT018,OWN018,2024-01-05 15:00:00,65.59,65.85,65.51
HUM-ENT018-00113,ENT018,OWN018,2024-01-05 16:00:00,65.57,66.54,66.6
HUM-ENT018-00114,ENT018,OWN018,2024-01-05 17:00:00,66.11,67.36,67.27
HUM-ENT018-00115,ENT018,OWN018,2024-01-05 18:00:00,80.98,81.06,81.72
HUM-ENT018-00116,ENT018,OWN018,2024-01-05 19:00:00,79.49,79.72,79.32
HUM-ENT018-00117,ENT018,OWN018,2024-01-05 20:00:00,80.85,81.25,81.67
HUM-ENT018-00118,ENT018,OWN018,2024-01-05 21:00:00,79.95,80.12,81.13
HUM-ENT018-00119,ENT018,OWN018,2024-01-05 22:00:00,80.8,80.49,80.77
HUM-ENT018-00120,ENT018,OWN018,2024-01-05 23:00:00,81.86,81.83,82.21
HUM-ENT018-00121,ENT018,OWN018,2024-01-06 00:00:00,78.97,80.4,80.41
HUM-ENT018-00122,ENT018,OWN018,2024-01-06 01:00:00,81.84,80.71,81.79
HUM-ENT018-00123,ENT018,OWN018,2024-01-06 02:00:00,81.67,82.7,81.93
HUM-ENT018-00124,ENT018,OWN018,2024-01-06 03:00:00,80.99,81.07,80.77
HUM-ENT018-00125,ENT018,OWN018,2024-01-06 04:00:00,81.16,80.36,81.56
HUM-ENT018-00126,ENT018,OWN018,2024-01-06 05:00:00,79.03,78.56,78.63
HUM-ENT018-00127,ENT018,OWN018,2024-01-06 06:00:00,75.56,75.99,76.58
HUM-ENT018-00128,ENT018,OWN018,2024-01-06 07:00:00,75.64,76.4,75.36
HUM-ENT018-00129,ENT018,OWN018,2024-01-06 08:00:00,74.17,74.18,73.78
HUM-ENT018-00130,ENT018,OWN018,2024-01-06 09:00:00,71.68,71.16,71.51
HUM-ENT018-00131,ENT018,OWN018,2024-01-06 10:00:00,68.7,67.48,67.9
HUM-ENT018-00132,ENT018,OWN018,2024-01-06 11:00:00,65.27,65.82,65.69
HUM-ENT018-00133,ENT018,OWN018,2024-01-06 12:00:00,63.92,64.2,63.54
HUM-ENT018-00134,ENT018,OWN018,2024-01-06 13:00:00,63.1,63.16,63.56
HUM-ENT018-00135,ENT018,OWN018,2024-01-06 14:00:00,65.03,65.51,64.95
HUM-ENT018-00136,ENT018,OWN018,2024-01-06 15:00:00,64.49,64.86,65.47
HUM-ENT018-00137,ENT018,OWN018,2024-01-06 16:00:00,67.11,66.37,66.61
