client_id,lat,lon,type_requis
C0401,33.024386,-7.572839,froid
C0402,33.930661,-6.909444,sec
C0403,33.614127,-7.472893,standard
C0404,34.389453,-6.495189,sec
C0405,34.296936,-6.483108,froid
C0406,35.76763,-5.817172,climatise
C0407,33.518155,-7.496867,sec
C0408,33.275332,-7.62221,froid
C0409,35.687933,-5.794515,froid
C0410,34.670026,-1.832284,froid
C0411,35.545569,-5.248406,sec
C0412,28.978713,-9.97797,standard
C0413,33.551427,-7.542665,climatise
C0414,33.940499,-5.591837,sec
C0415,34.001493,-6.997644,sec
C0416,34.281625,-6.563045,froid
C0417,30.385808,-9.415814,sec
C0418,34.169278,-4.007299,climatise
C0419,32.983398,-7.534813,sec
C0420,35.837307,-5.762166,standard
C0421,34.219377,-6.627633,climatise
C0422,33.565045,-7.482025,sec
C0423,33.149222,-8.436763,standard
C0424,33.906193,-5.571132,sec
C0425,33.363333,-7.511855,froid
C0426,33.141185,-8.525601,standard
C0427,31.526116,-8.048558,climatise
C0428,33.623567,-7.565925,sec
C0429,32.45726,-6.368022,standard
C0430,31.582573,-7.939413,sec
C0431,33.919751,-4.932097,sec
C0432,32.340367,-9.177606,climatise
C0433,33.968733,-6.95384,sec
C0434,34.602365,-1.946298,standard
C0435,30.384622,-9.457293,sec
C0436,35.639788,-5.30165,climatise
C0437,33.916034,-5.160305,standard
C0438,35.273871,-2.815137,climatise
C0439,33.592363,-7.484098,standard
C0440,33.490717,-7.444428,climatise
C0441,34.052182,-6.862147,climatise
C0442,32.299434,-6.444209,climatise
C0443,33.723948,-7.419997,sec
C0444,33.882793,-5.503668,climatise
C0445,32.406156,-6.225627,standard
C0446,30.407668,-9.595715,standard
C0447,30.444269,-9.655453,climatise
C0448,34.680735,-1.840255,froid
C0449,33.652833,-7.492368,climatise
C0450,35.899727,-5.846315,climatise
C0451,35.123472,-2.883771,climatise
C0452,33.879054,-5.598,sec
C0453,34.070917,-6.852823,froid
C0454,34.610769,-1.998265,sec
C0455,33.837404,-6.115674,froid
C0456,33.919327,-6.905697,sec
C0457,33.859163,-5.565546,froid
C0458,34.290116,-6.527219,froid
C0459,33.961019,-5.443685,sec
C0460,34.008237,-4.924789,sec
C0461,34.026223,-4.985802,climatise
C0462,33.105057,-8.583204,froid
C0463,33.992549,-6.754568,standard
C0464,34.762905,-1.955828,climatise
C0465,33.830666,-5.422211,climatise
C0466,32.945104,-7.664728,standard
C0467,28.994272,-9.96758,froid
C0468,31.670374,-7.995406,sec
C0469,33.869059,-5.513603,sec
C0470,31.50112,-7.813335,froid
C0471,32.365076,-9.264313,climatise
C0472,33.273387,-7.640026,froid
C0473,30.344307,-9.504526,climatise
C0474,34.712218,-1.870283,froid
C0475,33.879366,-5.43575,climatise
C0476,33.061215,-7.642933,climatise
C0477,32.496837,-6.336018,climatise
C0478,33.742723,-5.937384,climatise
C0479,29.047704,-10.090328,climatise
C0480,33.268941,-8.511823,sec
C0481,34.146136,-4.033828,standard
C0482,33.07197,-7.626568,standard
C0483,32.486824,-6.22209,climatise
C0484,35.658299,-5.870939,standard
C0485,33.293486,-7.595691,sec
C0486,35.273827,-2.839157,standard
C0487,35.521459,-5.481702,standard
C0488,33.34178,-7.595135,standard
C0489,31.781985,-8.047514,froid
C0490,33.810653,-6.156651,climatise
C0491,33.647597,-7.312427,sec
C0492,35.723581,-5.703975,climatise
C0493,32.288605,-9.185738,sec
C0494,28.924912,-10.01782,standard
C0495,32.257374,-9.299661,climatise
C0496,34.612162,-1.937093,froid
C0497,35.535493,-5.351299,climatise
C0498,30.480169,-9.550448,sec
C0499,33.236397,-7.622688,froid
C0500,30.436668,-9.673766,froid
