id,id_entrepot,id_proprietaire,datetime,capteur1,capteur2,capteur3
HUM-ENT010-00001,ENT010,OWN010,2024-01-01 00:00:00,85.25,84.04,84.63
HUM-ENT010-00002,ENT010,OWN010,2024-01-01 01:00:00,87.22,86.62,85.78
HUM-ENT010-00003,ENT010,OWN010,2024-01-01 02:00:00,86.34,87.36,88.16
HUM-ENT010-00004,ENT010,OWN010,2024-01-01 03:00:00,86.83,87.17,86.75
HUM-ENT010-00005,ENT010,OWN010,2024-01-01 04:00:00,87.72,87.62,88.27
HUM-ENT010-00006,ENT010,OWN010,2024-01-01 05:00:00,84.93,84.41,85.34
HUM-ENT010-00007,ENT010,OWN010,2024-01-01 06:00:00,84.15,83.51,82.97
HUM-ENT010-00008,ENT010,OWN010,2024-01-01 07:00:00,80.7,80.98,81.41
HUM-ENT010-00009,ENT010,OWN010,2024-01-01 08:00:00,78.27,78.51,79.23
HUM-ENT010-00010,ENT010,OWN010,2024-01-01 09:00:00,76.36,75.84,76.1
HUM-ENT010-00011,ENT010,OWN010,2024-01-01 10:00:00,76.33,76.15,76.19
HUM-ENT010-00012,ENT010,OWN010,2024-01-01 11:00:00,74.33,74.8,74.5
HUM-ENT010-00013,ENT010,OWN010,2024-01-01 12:00:00,70.95,71.12,71.26
HUM-ENT010-00014,ENT010,OWN010,2024-01-01 13:00:00,70.49,71.3,70.9
HUM-ENT010-00015,ENT010,OWN010,2024-01-01 14:00:00,71.85,71.19,71.08
HUM-ENT010-00016,ENT010,OWN010,2024-01-01 15:00:00,69.87,70.33,69.18
HUM-ENT010-00017,ENT010,OWN010,2024-01-01 16:00:00,72.21,71.77,72.41
HUM-ENT010-00018,ENT010,OWN010,2024-01-01 17:00:00,72.29,72.21,71.93
HUM-ENT010-00019,ENT010,OWN010,2024-01-01 18:00:00,86.93,86.25,86.43
HUM-ENT010-00020,ENT010,OWN010,2024-01-01 19:00:00,86.57,87.02,86.52
HUM-ENT010-00021,ENT010,OWN010,2024-01-01 20:00:00,86.42,87.42,86.98
HUM-ENT010-00022,ENT010,OWN010,2024-01-01 21:00:00,85.45,85.92,86.73
HUM-ENT010-00023,ENT010,OWN010,2024-01-01 22:00:00,86.54,85.75,86.01
HUM-ENT010-00024,ENT010,OWN010,2024-01-01 23:00:00,86.03,85.89,85.4
HUM-ENT010-00025,ENT010,OWN010,2024-01-02 00:00:00,86.33,86.1,87.09
HUM-ENT010-00026,ENT010,OWN010,2024-01-02 01:00:00,87.35,87.54,86.56
HUM-ENT010-00027,ENT010,OWN010,2024-01-02 02:00:00,88.45,88.26,87.7
HUM-ENT010-00028,ENT010,OWN010,2024-01-02 03:00:00,85.79,86.36,85.91
HUM-ENT010-00029,ENT010,OWN010,2024-01-02 04:00:00,88.06,88.79,88.03
HUM-ENT010-00030,ENT010,OWN010,2024-01-02 05:00:00,84.92,84.14,85.13
HUM-ENT010-00031,ENT010,OWN010,2024-01-02 06:00:00,85.41,85.51,85.61
HUM-ENT010-00032,ENT010,OWN010,2024-01-02 07:00:00,79.89,79.89,79.83
HUM-ENT010-00033,ENT010,OWN010,2024-01-02 08:00:00,79.17,78.47,79.66
HUM-ENT010-00034,ENT010,OWN010,2024-01-02 09:00:00,74.87,75.52,74.12
HUM-ENT010-00035,ENT010,OWN010,2024-01-02 10:00:00,76.12,75.82,75.43
HUM-ENT010-00036,ENT010,OWN010,2024-01-02 11:00:00,70.77,71.49,70.9
HUM-ENT010-00037,ENT010,OWN010,2024-01-02 12:00:00,71.15,71.21,71.77
HUM-ENT010-00038,ENT010,OWN010,2024-01-02 13:00:00,70.99,71.38,70.4
HUM-ENT010-00039,ENT010,OWN010,2024-01-02 14:00:00,70.16,69.17,70.66
HUM-ENT010-00040,ENT010,OWN010,2024-01-02 15:00:00,71.26,72.34,71.4
HUM-ENT010-00041,ENT010,OWN010,2024-01-02 16:00:00,73.0,71.72,71.95
HUM-ENT010-00042,ENT010,OWN010,2024-01-02 17:00:00,71.94,72.03,72.74
HUM-ENT010-00043,ENT010,OWN010,2024-01-02 18:00:00,86.15,85.71,86.65
HUM-ENT010-00044,ENT010,OWN010,2024-01-02 19:00:00,86.09,85.48,86.05
HUM-ENT010-00045,ENT010,OWN010,2024-01-02 20:00:00,86.92,85.07,85.27
HUM-ENT010-00046,ENT010,OWN010,2024-01-02 21:00:00,87.5,87.22,86.15
HUM-ENT010-00047,ENT010,OWN010,2024-01-02 22:00:00,86.58,87.53,86.12
HUM-ENT010-00048,ENT010,OWN010,2024-01-02 23:00:00,86.05,86.63,85.46
HUM-ENT010-00049,ENT010,OWN010,2024-01-03 00:00:00,86.47,86.79,87.2
HUM-ENT010-00050,ENT010,OWN010,2024-01-03 01:00:00,86.94,88.13,86.95
HUM-ENT010-00051,ENT010,OWN010,2024-01-03 02:00:00,85.31,84.8,85.26
HUM-ENT010-00052,ENT010,OWN010,2024-01-03 03:00:00,85.58,87.05,86.46
HUM-ENT010-00053,ENT010,OWN010,2024-01-03 04:00:00,88.31,87.91,88.26
HUM-ENT010-00054,ENT010,OWN010,2024-01-03 05:00:00,83.66,84.21,84.42
HUM-ENT010-00055,ENT010,OWN010,2024-01-03 06:00:00,84.06,84.26,84.51
HUM-ENT010-00056,ENT010,OWN010,2024-01-03 07:00:00,79.89,79.64,80.9
HUM-ENT010-00057,ENT010,OWN010,2024-01-03 08:00:00,78.68,78.52,78.63
HUM-ENT010-00058,ENT010,OWN010,2024-01-03 09:00:00,77.26,76.38,76.64
HUM-ENT010-00059,ENT010,OWN010,2024-01-03 10:00:00,75.6,75.01,75.45
HUM-ENT010-00060,ENT010,OWN010,2024-01-03 11:00:00,74.08,73.77,73.89
HUM-ENT010-00061,ENT010,OWN010,2024-01-03 12:00:00,72.49,71.73,72.5
HUM-ENT010-00062,ENT010,OWN010,2024-01-03 13:00:00,71.63,70.69,71.58
HUM-ENT010-00063,ENT010,OWN010,2024-01-03 14:00:00,69.05,69.36,69.24
HUM-ENT010-00064,ENT010,OWN010,2024-01-03 15:00:00,70.69,71.19,70.35
HUM-ENT010-00065,ENT010,OWN010,2024-01-03 16:00:00,71.87,71.56,72.1
HUM-ENT010-00066,ENT010,OWN010,2024-01-03 17:00:00,72.7,73.6,72.86
HUM-ENT010-00067,ENT010,OWN010,2024-01-03 18:00:00,84.19,85.25,85.41
HUM-ENT010-00068,ENT010,OWN010,2024-01-03 19:00:00,86.96,87.83,87.27
HUM-ENT010-00069,ENT010,OWN010,2024-01-03 20:00:00,86.07,85.66,85.72
HUM-ENT010-00070,ENT010,OWN010,2024-01-03 21:00:00,86.55,87.93,86.45
HUM-ENT010-00071,ENT010,OWN010,2024-01-03 22:00:00,86.91,87.14,86.48
HUM-ENT010-00072,ENT010,OWN010,2024-01-03 23:00:00,86.71,86.2,86.37
HUM-ENT010-00073,ENT010,OWN010,2024-01-04 00:00:00,86.22,85.98,86.45
HUM-ENT010-00074,ENT010,OWN010,2024-01-04 01:00:00,86.86,86.46,85.95
HUM-ENT010-00075,ENT010,OWN010,2024-01-04 02:00:00,86.19,86.1,85.96
HUM-ENT010-00076,ENT010,OWN010,2024-01-04 03:00:00,86.64,86.15,85.7
HUM-ENT010-00077,ENT010,OWN010,2024-01-04 04:00:00,85.9,86.16,86.12
HUM-ENT010-00078,ENT010,OWN010,2024-01-04 05:00:00,85.81,85.86,86.27
HUM-ENT010-00079,ENT010,OWN010,2024-01-04 06:00:00,84.25,83.34,83.46
HUM-ENT010-00080,ENT010,OWN010,2024-01-04 07:00:00,81.11,79.58,80.03
